"","parcela","especie","n"
"8268","42","Psychotria.grandis",0
"8269","42","Pterocarpus.rohrii",3
"8270","42","Quararibea.asterolepis",19
"8271","42","Quassia.amara",0
"8272","42","Randia.armata",1
"8273","42","Sapium.broadleaf",0
"8274","42","Sapium.glandulosum",0
"8275","42","Schizolobium.parahyba",0
"8276","42","Senna.dariensis",0
"8277","42","Simarouba.amara",4
"8278","42","Siparuna.guianensis",0
"8279","42","Siparuna.pauciflora",0
"8280","42","Sloanea.terniflora",7
"8281","42","Socratea.exorrhiza",3
"8282","42","Solanum.hayesii",0
"8283","42","Sorocea.affinis",0
"8284","42","Spachea.membranacea",0
"8285","42","Spondias.mombin",0
"8286","42","Spondias.radlkoferi",1
"8287","42","Sterculia.apetala",1
"8288","42","Swartzia.simplex.var.grandiflora",3
"8289","42","Swartzia.simplex.continentalis",1
"8290","42","Symphonia.globulifera",1
"8291","42","Handroanthus.guayacan",0
"8292","42","Tabebuia.rosea",1
"8293","42","Tabernaemontana.arborea",2
"8294","42","Tachigali.versicolor",1
"8295","42","Talisia.nervosa",0
"8296","42","Talisia.princeps",0
"8297","42","Terminalia.amazonia",0
"8298","42","Terminalia.oblonga",0
"8299","42","Tetragastris.panamensis",7
"8300","42","Tetrathylacium.johansenii",0
"8301","42","Theobroma.cacao",0
"8302","42","Thevetia.ahouai",0
"8303","42","Tocoyena.pittieri",0
"8304","42","Trattinnickia.aspera",0
"8305","42","Trema.micrantha",1
"8306","42","Trichanthera.gigantea",0
"8307","42","Trichilia.pallida",0
"8308","42","Trichilia.tuberculata",15
"8309","42","Trichospermum.galeottii",0
"8310","42","Triplaris.cumingiana",0
"8311","42","Trophis.caucana",0
"8312","42","Trophis.racemosa",0
"8313","42","Turpinia.occidentalis",0
"8314","42","Unonopsis.pittieri",5
"8315","42","Virola.multiflora",3
"8316","42","Virola.sebifera",12
"8317","42","Virola.surinamensis",5
"8318","42","Vismia.baccifera",0
"8319","42","Vochysia.ferruginea",0
"8320","42","Xylopia.macrantha",14
"8321","42","Zanthoxylum.ekmanii",4
"8322","42","Zanthoxylum.juniperinum",0
"8323","42","Zanthoxylum.panamense",1
"8324","42","Zanthoxylum.setulosum",0
"8325","42","Zuelania.guidonia",1
"8326","43","Abarema.macradenia",0
"8327","43","Vachellia.melanoceras",0
"8328","43","Acalypha.diversifolia",0
"8329","43","Acalypha.macrostachya",0
"8330","43","Adelia.triloba",0
"8331","43","Aegiphila.panamensis",1
"8332","43","Alchornea.costaricensis",3
"8333","43","Alchornea.latifolia",0
"8334","43","Alibertia.edulis",0
"8335","43","Allophylus.psilospermus",0
"8336","43","Alseis.blackiana",8
"8337","43","Amaioua.corymbosa",0
"8338","43","Anacardium.excelsum",0
"8339","43","Andira.inermis",2
"8340","43","Annona.spraguei",0
"8341","43","Apeiba.glabra",2
"8342","43","Apeiba.tibourbou",0
"8343","43","Aspidosperma.desmanthum",3
"8344","43","Astrocaryum.standleyanum",1
"8345","43","Astronium.graveolens",0
"8346","43","Attalea.butyracea",0
"8347","43","Banara.guianensis",0
"8348","43","Beilschmiedia.pendula",10
"8349","43","Brosimum.alicastrum",2
"8350","43","Brosimum.guianense",0
"8351","43","Calophyllum.longifolium",0
"8352","43","Casearia.aculeata",0
"8353","43","Casearia.arborea",0
"8354","43","Casearia.commersoniana",0
"8355","43","Casearia.guianensis",0
"8356","43","Casearia.sylvestris",0
"8357","43","Cassipourea.guianensis",2
"8358","43","Cavanillesia.platanifolia",1
"8359","43","Cecropia.insignis",2
"8360","43","Cecropia.obtusifolia",0
"8361","43","Cedrela.odorata",0
"8362","43","Ceiba.pentandra",0
"8363","43","Celtis.schippii",1
"8364","43","Cespedesia.spathulata",0
"8365","43","Chamguava.schippii",0
"8366","43","Chimarrhis.parviflora",0
"8367","43","Maclura.tinctoria",0
"8368","43","Chrysochlamys.eclipes",0
"8369","43","Chrysophyllum.argenteum",0
"8370","43","Chrysophyllum.cainito",2
"8371","43","Coccoloba.coronata",0
"8372","43","Coccoloba.manzinellensis",0
"8373","43","Colubrina.glandulosa",0
"8374","43","Cordia.alliodora",1
"8375","43","Cordia.bicolor",2
"8376","43","Cordia.lasiocalyx",12
"8377","43","Coussarea.curvigemma",0
"8378","43","Croton.billbergianus",0
"8379","43","Cupania.cinerea",0
"8380","43","Cupania.latifolia",0
"8381","43","Cupania.rufescens",0
"8382","43","Cupania.seemannii",0
"8383","43","Dendropanax.arboreus",1
"8384","43","Desmopsis.panamensis",0
"8385","43","Diospyros.artanthifolia",0
"8386","43","Dipteryx.oleifera",2
"8387","43","Drypetes.standleyi",17
"8388","43","Elaeis.oleifera",0
"8389","43","Enterolobium.schomburgkii",0
"8390","43","Erythrina.costaricensis",2
"8391","43","Erythroxylum.macrophyllum",0
"8392","43","Eugenia.florida",3
"8393","43","Eugenia.galalonensis",0
"8394","43","Eugenia.nesiotica",3
"8395","43","Eugenia.oerstediana",4
"8396","43","Faramea.occidentalis",15
"8397","43","Ficus.colubrinae",0
"8398","43","Ficus.costaricana",0
"8399","43","Ficus.insipida",0
"8400","43","Ficus.maxima",0
"8401","43","Ficus.obtusifolia",0
"8402","43","Ficus.popenoei",0
"8403","43","Ficus.tonduzii",2
"8404","43","Ficus.trigonata",1
"8405","43","Ficus.yoponensis",0
"8406","43","Garcinia.intermedia",2
"8407","43","Garcinia.madruno",0
"8408","43","Genipa.americana",0
"8409","43","Guapira.myrtiflora",1
"8410","43","Guarea.fuzzy",1
"8411","43","Guarea.grandifolia",0
"8412","43","Guarea.guidonia",16
"8413","43","Guatteria.dumetorum",5
"8414","43","Guazuma.ulmifolia",1
"8415","43","Guettarda.foliacea",1
"8416","43","Gustavia.superba",1
"8417","43","Hampea.appendiculata",0
"8418","43","Hasseltia.floribunda",6
"8419","43","Heisteria.acuminata",0
"8420","43","Heisteria.concinna",10
"8421","43","Hirtella.americana",0
"8422","43","Hirtella.triandra",23
"8423","43","Hura.crepitans",1
"8424","43","Hieronyma.alchorneoides",0
"8425","43","Inga.acuminata",3
"8426","43","Inga.cocleensis",0
"8427","43","Inga.goldmanii",0
"8428","43","Inga.laurina",0
"8429","43","Inga.semialata",0
"8430","43","Inga.nobilis",6
"8431","43","Inga.oerstediana",0
"8432","43","Inga.pezizifera",2
"8433","43","Inga.punctata",0
"8434","43","Inga.ruiziana",0
"8435","43","Inga.sapindoides",1
"8436","43","Inga.spectabilis",0
"8437","43","Inga.umbellifera",0
"8438","43","Jacaranda.copaia",2
"8439","43","Lacistema.aggregatum",0
"8440","43","Lacmellea.panamensis",1
"8441","43","Laetia.procera",0
"8442","43","Laetia.thamnia",0
"8443","43","Lafoensia.punicifolia",0
"8444","43","Licania.hypoleuca",0
"8445","43","Licania.platypus",0
"8446","43","Lindackeria.laurina",1
"8447","43","Lonchocarpus.heptaphyllus",2
"8448","43","Luehea.seemannii",1
"8449","43","Macrocnemum.roseum",1
"8450","43","Maquira.guianensis.costaricana",4
"8451","43","Margaritaria.nobilis",0
"8452","43","Marila.laxiflora",0
"8453","43","Maytenus.schippii",1
"8454","43","Miconia.affinis",0
"8455","43","Miconia.argentea",0
"8456","43","Miconia.elata",0
"8457","43","Miconia.hondurensis",0
"8458","43","Mosannona.garwoodii",0
"8459","43","Myrcia.gatunensis",0
"8460","43","Myrospermum.frutescens",0
"8461","43","Nectandra.cissiflora",1
"8462","43","Nectandra.lineata",0
"8463","43","Nectandra.purpurea",0
"8464","43","Ochroma.pyramidale",0
"8465","43","Ocotea.cernua",0
"8466","43","Ocotea.oblonga",1
"8467","43","Ocotea.puberula",0
"8468","43","Ocotea.whitei",7
"8469","43","Oenocarpus.mapora",11
"8470","43","Ormosia.amazonica",0
"8471","43","Ormosia.coccinea",0
"8472","43","Ormosia.macrocalyx",0
"8473","43","Pachira.quinata",0
"8474","43","Pachira.sessilis",0
"8475","43","Perebea.xanthochyma",0
"8476","43","Cinnamomum.triplinerve",0
"8477","43","Picramnia.latifolia",0
"8478","43","Piper.reticulatum",0
"8479","43","Platymiscium.pinnatum",1
"8480","43","Platypodium.elegans",0
"8481","43","Posoqueria.latifolia",0
"8482","43","Poulsenia.armata",55
"8483","43","Pourouma.bicolor",0
"8484","43","Pouteria.fossicola",0
"8485","43","Pouteria.reticulata",4
"8486","43","Pouteria.stipitata",0
"8487","43","Prioria.copaifera",1
"8488","43","Protium.costaricense",1
"8489","43","Protium.panamense",0
"8490","43","Protium.tenuifolium",6
"8491","43","Pseudobombax.septenatum",0
"8492","43","Psidium.friedrichsthalianum",1
"8493","43","Psychotria.grandis",0
"8494","43","Pterocarpus.rohrii",1
"8495","43","Quararibea.asterolepis",12
"8496","43","Quassia.amara",0
"8497","43","Randia.armata",2
"8498","43","Sapium.broadleaf",1
"8499","43","Sapium.glandulosum",0
"8500","43","Schizolobium.parahyba",0
"8501","43","Senna.dariensis",0
"8502","43","Simarouba.amara",0
"8503","43","Siparuna.guianensis",0
"8504","43","Siparuna.pauciflora",1
"8505","43","Sloanea.terniflora",2
"8506","43","Socratea.exorrhiza",7
"8507","43","Solanum.hayesii",0
"8508","43","Sorocea.affinis",1
"8509","43","Spachea.membranacea",0
"8510","43","Spondias.mombin",0
"8511","43","Spondias.radlkoferi",1
"8512","43","Sterculia.apetala",1
"8513","43","Swartzia.simplex.var.grandiflora",8
"8514","43","Swartzia.simplex.continentalis",0
"8515","43","Symphonia.globulifera",0
"8516","43","Handroanthus.guayacan",2
"8517","43","Tabebuia.rosea",0
"8518","43","Tabernaemontana.arborea",0
"8519","43","Tachigali.versicolor",2
"8520","43","Talisia.nervosa",0
"8521","43","Talisia.princeps",0
"8522","43","Terminalia.amazonia",0
"8523","43","Terminalia.oblonga",0
"8524","43","Tetragastris.panamensis",6
"8525","43","Tetrathylacium.johansenii",0
"8526","43","Theobroma.cacao",1
"8527","43","Thevetia.ahouai",0
"8528","43","Tocoyena.pittieri",0
"8529","43","Trattinnickia.aspera",0
"8530","43","Trema.micrantha",0
"8531","43","Trichanthera.gigantea",0
"8532","43","Trichilia.pallida",0
"8533","43","Trichilia.tuberculata",36
"8534","43","Trichospermum.galeottii",0
"8535","43","Triplaris.cumingiana",1
"8536","43","Trophis.caucana",4
"8537","43","Trophis.racemosa",1
"8538","43","Turpinia.occidentalis",0
"8539","43","Unonopsis.pittieri",5
"8540","43","Virola.multiflora",0
"8541","43","Virola.sebifera",14
"8542","43","Virola.surinamensis",8
"8543","43","Vismia.baccifera",0
"8544","43","Vochysia.ferruginea",0
"8545","43","Xylopia.macrantha",2
"8546","43","Zanthoxylum.ekmanii",1
"8547","43","Zanthoxylum.juniperinum",0
"8548","43","Zanthoxylum.panamense",0
"8549","43","Zanthoxylum.setulosum",0
"8550","43","Zuelania.guidonia",0
"8551","44","Abarema.macradenia",0
"8552","44","Vachellia.melanoceras",0
"8553","44","Acalypha.diversifolia",0
"8554","44","Acalypha.macrostachya",0
"8555","44","Adelia.triloba",4
"8556","44","Aegiphila.panamensis",0
"8557","44","Alchornea.costaricensis",4
"8558","44","Alchornea.latifolia",0
"8559","44","Alibertia.edulis",0
"8560","44","Allophylus.psilospermus",0
"8561","44","Alseis.blackiana",13
"8562","44","Amaioua.corymbosa",0
"8563","44","Anacardium.excelsum",0
"8564","44","Andira.inermis",0
"8565","44","Annona.spraguei",0
"8566","44","Apeiba.glabra",7
"8567","44","Apeiba.tibourbou",0
"8568","44","Aspidosperma.desmanthum",2
"8569","44","Astrocaryum.standleyanum",6
"8570","44","Astronium.graveolens",0
"8571","44","Attalea.butyracea",0
"8572","44","Banara.guianensis",0
"8573","44","Beilschmiedia.pendula",21
"8574","44","Brosimum.alicastrum",2
"8575","44","Brosimum.guianense",0
"8576","44","Calophyllum.longifolium",2
"8577","44","Casearia.aculeata",1
"8578","44","Casearia.arborea",1
"8579","44","Casearia.commersoniana",0
"8580","44","Casearia.guianensis",0
"8581","44","Casearia.sylvestris",1
"8582","44","Cassipourea.guianensis",0
"8583","44","Cavanillesia.platanifolia",0
"8584","44","Cecropia.insignis",0
"8585","44","Cecropia.obtusifolia",1
"8586","44","Cedrela.odorata",0
"8587","44","Ceiba.pentandra",0
"8588","44","Celtis.schippii",1
"8589","44","Cespedesia.spathulata",0
"8590","44","Chamguava.schippii",0
"8591","44","Chimarrhis.parviflora",0
"8592","44","Maclura.tinctoria",0
"8593","44","Chrysochlamys.eclipes",0
"8594","44","Chrysophyllum.argenteum",1
"8595","44","Chrysophyllum.cainito",0
"8596","44","Coccoloba.coronata",0
"8597","44","Coccoloba.manzinellensis",0
"8598","44","Colubrina.glandulosa",0
"8599","44","Cordia.alliodora",0
"8600","44","Cordia.bicolor",3
"8601","44","Cordia.lasiocalyx",20
"8602","44","Coussarea.curvigemma",0
"8603","44","Croton.billbergianus",0
"8604","44","Cupania.cinerea",0
"8605","44","Cupania.latifolia",0
"8606","44","Cupania.rufescens",0
"8607","44","Cupania.seemannii",0
"8608","44","Dendropanax.arboreus",0
"8609","44","Desmopsis.panamensis",1
"8610","44","Diospyros.artanthifolia",0
"8611","44","Dipteryx.oleifera",1
"8612","44","Drypetes.standleyi",8
"8613","44","Elaeis.oleifera",0
"8614","44","Enterolobium.schomburgkii",0
"8615","44","Erythrina.costaricensis",4
"8616","44","Erythroxylum.macrophyllum",0
"8617","44","Eugenia.florida",2
"8618","44","Eugenia.galalonensis",0
"8619","44","Eugenia.nesiotica",0
"8620","44","Eugenia.oerstediana",3
"8621","44","Faramea.occidentalis",15
"8622","44","Ficus.colubrinae",0
"8623","44","Ficus.costaricana",0
"8624","44","Ficus.insipida",0
"8625","44","Ficus.maxima",0
"8626","44","Ficus.obtusifolia",0
"8627","44","Ficus.popenoei",1
"8628","44","Ficus.tonduzii",0
"8629","44","Ficus.trigonata",1
"8630","44","Ficus.yoponensis",0
"8631","44","Garcinia.intermedia",4
"8632","44","Garcinia.madruno",0
"8633","44","Genipa.americana",0
"8634","44","Guapira.myrtiflora",0
"8635","44","Guarea.fuzzy",3
"8636","44","Guarea.grandifolia",0
"8637","44","Guarea.guidonia",8
"8638","44","Guatteria.dumetorum",6
"8639","44","Guazuma.ulmifolia",0
"8640","44","Guettarda.foliacea",2
"8641","44","Gustavia.superba",17
"8642","44","Hampea.appendiculata",0
"8643","44","Hasseltia.floribunda",6
"8644","44","Heisteria.acuminata",0
"8645","44","Heisteria.concinna",6
"8646","44","Hirtella.americana",0
"8647","44","Hirtella.triandra",18
"8648","44","Hura.crepitans",6
"8649","44","Hieronyma.alchorneoides",0
"8650","44","Inga.acuminata",0
"8651","44","Inga.cocleensis",0
"8652","44","Inga.goldmanii",1
"8653","44","Inga.laurina",0
"8654","44","Inga.semialata",1
"8655","44","Inga.nobilis",2
"8656","44","Inga.oerstediana",0
"8657","44","Inga.pezizifera",5
"8658","44","Inga.punctata",0
"8659","44","Inga.ruiziana",0
"8660","44","Inga.sapindoides",1
"8661","44","Inga.spectabilis",1
"8662","44","Inga.umbellifera",1
"8663","44","Jacaranda.copaia",0
"8664","44","Lacistema.aggregatum",0
"8665","44","Lacmellea.panamensis",0
"8666","44","Laetia.procera",0
"8667","44","Laetia.thamnia",0
"8668","44","Lafoensia.punicifolia",0
"8669","44","Licania.hypoleuca",0
"8670","44","Licania.platypus",0
"8671","44","Lindackeria.laurina",0
"8672","44","Lonchocarpus.heptaphyllus",0
"8673","44","Luehea.seemannii",1
"8674","44","Macrocnemum.roseum",0
"8675","44","Maquira.guianensis.costaricana",5
"8676","44","Margaritaria.nobilis",0
"8677","44","Marila.laxiflora",0
"8678","44","Maytenus.schippii",1
"8679","44","Miconia.affinis",0
"8680","44","Miconia.argentea",0
"8681","44","Miconia.elata",0
"8682","44","Miconia.hondurensis",0
"8683","44","Mosannona.garwoodii",1
"8684","44","Myrcia.gatunensis",0
"8685","44","Myrospermum.frutescens",0
"8686","44","Nectandra.cissiflora",0
"8687","44","Nectandra.lineata",0
"8688","44","Nectandra.purpurea",0
"8689","44","Ochroma.pyramidale",0
"8690","44","Ocotea.cernua",0
"8691","44","Ocotea.oblonga",1
"8692","44","Ocotea.puberula",0
"8693","44","Ocotea.whitei",5
"8694","44","Oenocarpus.mapora",10
"8695","44","Ormosia.amazonica",0
"8696","44","Ormosia.coccinea",1
"8697","44","Ormosia.macrocalyx",0
"8698","44","Pachira.quinata",0
"8699","44","Pachira.sessilis",0
"8700","44","Perebea.xanthochyma",0
"8701","44","Cinnamomum.triplinerve",0
"8702","44","Picramnia.latifolia",1
"8703","44","Piper.reticulatum",0
"8704","44","Platymiscium.pinnatum",1
"8705","44","Platypodium.elegans",1
"8706","44","Posoqueria.latifolia",0
"8707","44","Poulsenia.armata",55
"8708","44","Pourouma.bicolor",0
"8709","44","Pouteria.fossicola",0
"8710","44","Pouteria.reticulata",2
"8711","44","Pouteria.stipitata",0
"8712","44","Prioria.copaifera",1
"8713","44","Protium.costaricense",3
"8714","44","Protium.panamense",2
"8715","44","Protium.tenuifolium",8
"8716","44","Pseudobombax.septenatum",0
"8717","44","Psidium.friedrichsthalianum",0
"8718","44","Psychotria.grandis",0
"8719","44","Pterocarpus.rohrii",1
"8720","44","Quararibea.asterolepis",23
"8721","44","Quassia.amara",0
"8722","44","Randia.armata",1
"8723","44","Sapium.broadleaf",1
"8724","44","Sapium.glandulosum",0
"8725","44","Schizolobium.parahyba",0
"8726","44","Senna.dariensis",0
"8727","44","Simarouba.amara",0
"8728","44","Siparuna.guianensis",0
"8729","44","Siparuna.pauciflora",0
"8730","44","Sloanea.terniflora",1
"8731","44","Socratea.exorrhiza",5
"8732","44","Solanum.hayesii",0
"8733","44","Sorocea.affinis",0
"8734","44","Spachea.membranacea",0
"8735","44","Spondias.mombin",0
"8736","44","Spondias.radlkoferi",0
"8737","44","Sterculia.apetala",0
"8738","44","Swartzia.simplex.var.grandiflora",3
"8739","44","Swartzia.simplex.continentalis",2
"8740","44","Symphonia.globulifera",0
"8741","44","Handroanthus.guayacan",1
"8742","44","Tabebuia.rosea",2
"8743","44","Tabernaemontana.arborea",1
"8744","44","Tachigali.versicolor",0
"8745","44","Talisia.nervosa",0
"8746","44","Talisia.princeps",0
"8747","44","Terminalia.amazonia",0
"8748","44","Terminalia.oblonga",0
"8749","44","Tetragastris.panamensis",4
"8750","44","Tetrathylacium.johansenii",0
"8751","44","Theobroma.cacao",0
"8752","44","Thevetia.ahouai",0
"8753","44","Tocoyena.pittieri",0
"8754","44","Trattinnickia.aspera",0
"8755","44","Trema.micrantha",1
"8756","44","Trichanthera.gigantea",0
"8757","44","Trichilia.pallida",0
"8758","44","Trichilia.tuberculata",26
"8759","44","Trichospermum.galeottii",0
"8760","44","Triplaris.cumingiana",6
"8761","44","Trophis.caucana",1
"8762","44","Trophis.racemosa",0
"8763","44","Turpinia.occidentalis",0
"8764","44","Unonopsis.pittieri",3
"8765","44","Virola.multiflora",0
"8766","44","Virola.sebifera",10
"8767","44","Virola.surinamensis",1
"8768","44","Vismia.baccifera",0
"8769","44","Vochysia.ferruginea",0
"8770","44","Xylopia.macrantha",1
"8771","44","Zanthoxylum.ekmanii",2
"8772","44","Zanthoxylum.juniperinum",0
"8773","44","Zanthoxylum.panamense",0
"8774","44","Zanthoxylum.setulosum",0
"8775","44","Zuelania.guidonia",0
"8776","45","Abarema.macradenia",0
"8777","45","Vachellia.melanoceras",0
"8778","45","Acalypha.diversifolia",0
"8779","45","Acalypha.macrostachya",0
"8780","45","Adelia.triloba",0
"8781","45","Aegiphila.panamensis",0
"8782","45","Alchornea.costaricensis",0
"8783","45","Alchornea.latifolia",0
"8784","45","Alibertia.edulis",0
"8785","45","Allophylus.psilospermus",0
"8786","45","Alseis.blackiana",10
"8787","45","Amaioua.corymbosa",0
"8788","45","Anacardium.excelsum",0
"8789","45","Andira.inermis",0
"8790","45","Annona.spraguei",0
"8791","45","Apeiba.glabra",1
"8792","45","Apeiba.tibourbou",0
"8793","45","Aspidosperma.desmanthum",0
"8794","45","Astrocaryum.standleyanum",1
"8795","45","Astronium.graveolens",0
"8796","45","Attalea.butyracea",1
"8797","45","Banara.guianensis",0
"8798","45","Beilschmiedia.pendula",42
"8799","45","Brosimum.alicastrum",2
"8800","45","Brosimum.guianense",0
"8801","45","Calophyllum.longifolium",3
"8802","45","Casearia.aculeata",0
"8803","45","Casearia.arborea",0
"8804","45","Casearia.commersoniana",0
"8805","45","Casearia.guianensis",0
"8806","45","Casearia.sylvestris",0
"8807","45","Cassipourea.guianensis",3
"8808","45","Cavanillesia.platanifolia",0
"8809","45","Cecropia.insignis",5
"8810","45","Cecropia.obtusifolia",0
"8811","45","Cedrela.odorata",0
"8812","45","Ceiba.pentandra",0
"8813","45","Celtis.schippii",3
"8814","45","Cespedesia.spathulata",0
"8815","45","Chamguava.schippii",0
"8816","45","Chimarrhis.parviflora",0
"8817","45","Maclura.tinctoria",0
"8818","45","Chrysochlamys.eclipes",0
"8819","45","Chrysophyllum.argenteum",2
"8820","45","Chrysophyllum.cainito",1
"8821","45","Coccoloba.coronata",0
"8822","45","Coccoloba.manzinellensis",0
"8823","45","Colubrina.glandulosa",0
"8824","45","Cordia.alliodora",0
"8825","45","Cordia.bicolor",1
"8826","45","Cordia.lasiocalyx",8
"8827","45","Coussarea.curvigemma",0
"8828","45","Croton.billbergianus",1
"8829","45","Cupania.cinerea",0
"8830","45","Cupania.latifolia",0
"8831","45","Cupania.rufescens",0
"8832","45","Cupania.seemannii",0
"8833","45","Dendropanax.arboreus",2
"8834","45","Desmopsis.panamensis",0
"8835","45","Diospyros.artanthifolia",0
"8836","45","Dipteryx.oleifera",2
"8837","45","Drypetes.standleyi",7
"8838","45","Elaeis.oleifera",0
"8839","45","Enterolobium.schomburgkii",0
"8840","45","Erythrina.costaricensis",1
"8841","45","Erythroxylum.macrophyllum",0
"8842","45","Eugenia.florida",1
"8843","45","Eugenia.galalonensis",0
"8844","45","Eugenia.nesiotica",1
"8845","45","Eugenia.oerstediana",2
"8846","45","Faramea.occidentalis",10
"8847","45","Ficus.colubrinae",0
"8848","45","Ficus.costaricana",0
"8849","45","Ficus.insipida",0
"8850","45","Ficus.maxima",0
"8851","45","Ficus.obtusifolia",0
"8852","45","Ficus.popenoei",0
"8853","45","Ficus.tonduzii",0
"8854","45","Ficus.trigonata",0
"8855","45","Ficus.yoponensis",0
"8856","45","Garcinia.intermedia",0
"8857","45","Garcinia.madruno",0
"8858","45","Genipa.americana",1
"8859","45","Guapira.myrtiflora",2
"8860","45","Guarea.fuzzy",7
"8861","45","Guarea.grandifolia",0
"8862","45","Guarea.guidonia",11
"8863","45","Guatteria.dumetorum",1
"8864","45","Guazuma.ulmifolia",0
"8865","45","Guettarda.foliacea",0
"8866","45","Gustavia.superba",2
"8867","45","Hampea.appendiculata",1
"8868","45","Hasseltia.floribunda",1
"8869","45","Heisteria.acuminata",0
"8870","45","Heisteria.concinna",18
"8871","45","Hirtella.americana",0
"8872","45","Hirtella.triandra",26
"8873","45","Hura.crepitans",7
"8874","45","Hieronyma.alchorneoides",0
"8875","45","Inga.acuminata",0
"8876","45","Inga.cocleensis",0
"8877","45","Inga.goldmanii",0
"8878","45","Inga.laurina",0
"8879","45","Inga.semialata",3
"8880","45","Inga.nobilis",2
"8881","45","Inga.oerstediana",0
"8882","45","Inga.pezizifera",3
"8883","45","Inga.punctata",0
"8884","45","Inga.ruiziana",0
"8885","45","Inga.sapindoides",0
"8886","45","Inga.spectabilis",0
"8887","45","Inga.umbellifera",0
"8888","45","Jacaranda.copaia",1
"8889","45","Lacistema.aggregatum",1
"8890","45","Lacmellea.panamensis",0
"8891","45","Laetia.procera",0
"8892","45","Laetia.thamnia",0
"8893","45","Lafoensia.punicifolia",0
"8894","45","Licania.hypoleuca",0
"8895","45","Licania.platypus",0
"8896","45","Lindackeria.laurina",0
"8897","45","Lonchocarpus.heptaphyllus",1
"8898","45","Luehea.seemannii",0
"8899","45","Macrocnemum.roseum",0
"8900","45","Maquira.guianensis.costaricana",7
"8901","45","Margaritaria.nobilis",0
"8902","45","Marila.laxiflora",0
"8903","45","Maytenus.schippii",0
"8904","45","Miconia.affinis",0
"8905","45","Miconia.argentea",0
"8906","45","Miconia.elata",0
"8907","45","Miconia.hondurensis",0
"8908","45","Mosannona.garwoodii",1
"8909","45","Myrcia.gatunensis",1
"8910","45","Myrospermum.frutescens",0
"8911","45","Nectandra.cissiflora",0
"8912","45","Nectandra.lineata",0
"8913","45","Nectandra.purpurea",0
"8914","45","Ochroma.pyramidale",0
"8915","45","Ocotea.cernua",0
"8916","45","Ocotea.oblonga",1
"8917","45","Ocotea.puberula",1
"8918","45","Ocotea.whitei",13
"8919","45","Oenocarpus.mapora",8
"8920","45","Ormosia.amazonica",0
"8921","45","Ormosia.coccinea",0
"8922","45","Ormosia.macrocalyx",0
"8923","45","Pachira.quinata",0
"8924","45","Pachira.sessilis",0
"8925","45","Perebea.xanthochyma",0
"8926","45","Cinnamomum.triplinerve",0
"8927","45","Picramnia.latifolia",1
"8928","45","Piper.reticulatum",0
"8929","45","Platymiscium.pinnatum",2
"8930","45","Platypodium.elegans",0
"8931","45","Posoqueria.latifolia",1
"8932","45","Poulsenia.armata",57
"8933","45","Pourouma.bicolor",1
"8934","45","Pouteria.fossicola",0
"8935","45","Pouteria.reticulata",2
"8936","45","Pouteria.stipitata",1
"8937","45","Prioria.copaifera",0
"8938","45","Protium.costaricense",1
"8939","45","Protium.panamense",3
"8940","45","Protium.tenuifolium",11
"8941","45","Pseudobombax.septenatum",0
"8942","45","Psidium.friedrichsthalianum",0
"8943","45","Psychotria.grandis",0
"8944","45","Pterocarpus.rohrii",1
"8945","45","Quararibea.asterolepis",32
"8946","45","Quassia.amara",0
"8947","45","Randia.armata",1
"8948","45","Sapium.broadleaf",1
"8949","45","Sapium.glandulosum",0
"8950","45","Schizolobium.parahyba",0
"8951","45","Senna.dariensis",0
"8952","45","Simarouba.amara",3
"8953","45","Siparuna.guianensis",0
"8954","45","Siparuna.pauciflora",0
"8955","45","Sloanea.terniflora",5
"8956","45","Socratea.exorrhiza",9
"8957","45","Solanum.hayesii",0
"8958","45","Sorocea.affinis",1
"8959","45","Spachea.membranacea",0
"8960","45","Spondias.mombin",0
"8961","45","Spondias.radlkoferi",0
"8962","45","Sterculia.apetala",1
"8963","45","Swartzia.simplex.var.grandiflora",1
"8964","45","Swartzia.simplex.continentalis",1
"8965","45","Symphonia.globulifera",2
"8966","45","Handroanthus.guayacan",0
"8967","45","Tabebuia.rosea",1
"8968","45","Tabernaemontana.arborea",2
"8969","45","Tachigali.versicolor",2
"8970","45","Talisia.nervosa",0
"8971","45","Talisia.princeps",0
"8972","45","Terminalia.amazonia",0
"8973","45","Terminalia.oblonga",0
"8974","45","Tetragastris.panamensis",9
"8975","45","Tetrathylacium.johansenii",0
"8976","45","Theobroma.cacao",0
"8977","45","Thevetia.ahouai",0
"8978","45","Tocoyena.pittieri",0
"8979","45","Trattinnickia.aspera",0
"8980","45","Trema.micrantha",0
"8981","45","Trichanthera.gigantea",0
"8982","45","Trichilia.pallida",0
"8983","45","Trichilia.tuberculata",26
"8984","45","Trichospermum.galeottii",0
"8985","45","Triplaris.cumingiana",5
"8986","45","Trophis.caucana",4
"8987","45","Trophis.racemosa",0
"8988","45","Turpinia.occidentalis",0
"8989","45","Unonopsis.pittieri",4
"8990","45","Virola.multiflora",0
"8991","45","Virola.sebifera",13
"8992","45","Virola.surinamensis",7
"8993","45","Vismia.baccifera",0
"8994","45","Vochysia.ferruginea",0
"8995","45","Xylopia.macrantha",0
"8996","45","Zanthoxylum.ekmanii",2
"8997","45","Zanthoxylum.juniperinum",1
"8998","45","Zanthoxylum.panamense",0
"8999","45","Zanthoxylum.setulosum",0
"9000","45","Zuelania.guidonia",0
"9001","46","Abarema.macradenia",0
